,module,param,comp,size,shape,prunable
0,bert_model.embeddings.word_embeddings,weight,1.0,23440896,"(30522, 768)",False
1,bert_model.embeddings.position_embeddings,weight,1.0,393216,"(512, 768)",False
2,bert_model.embeddings.token_type_embeddings,weight,1.0,1536,"(2, 768)",False
3,bert_model.embeddings.LayerNorm,weight,1.0,768,"(768,)",False
4,bert_model.embeddings.LayerNorm,bias,1.0,768,"(768,)",False
5,bert_model.encoder.layer.0.attention.self.query,weight,16.263379603726392,589824,"(768, 768)",True
6,bert_model.encoder.layer.0.attention.self.query,bias,1.3173242197268824,768,"(768,)",True
7,bert_model.encoder.layer.0.attention.self.key,weight,17.022337662337662,589824,"(768, 768)",True
8,bert_model.encoder.layer.0.attention.self.key,bias,inf,768,"(768,)",True
9,bert_model.encoder.layer.0.attention.self.value,weight,138.29402209153542,589824,"(768, 768)",True
10,bert_model.encoder.layer.0.attention.self.value,bias,13.963635879390512,768,"(768,)",True
11,bert_model.encoder.layer.0.attention.output.dense,weight,100.20795107033639,589824,"(768, 768)",True
12,bert_model.encoder.layer.0.attention.output.dense,bias,38.400000915527364,768,"(768,)",True
13,bert_model.encoder.layer.0.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
14,bert_model.encoder.layer.0.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
15,bert_model.encoder.layer.0.intermediate.dense,weight,29.787586852803397,2359296,"(3072, 768)",True
16,bert_model.encoder.layer.0.intermediate.dense,bias,1.1761102328544901,3072,"(3072,)",True
17,bert_model.encoder.layer.0.output.dense,weight,37.01611422403154,2359296,"(768, 3072)",True
18,bert_model.encoder.layer.0.output.dense,bias,4.243094012078006,768,"(768,)",True
19,bert_model.encoder.layer.0.output.LayerNorm,weight,1.0,768,"(768,)",False
20,bert_model.encoder.layer.0.output.LayerNorm,bias,1.0,768,"(768,)",False
21,bert_model.encoder.layer.1.attention.self.query,weight,16.98068278631634,589824,"(768, 768)",True
22,bert_model.encoder.layer.1.attention.self.query,bias,2.4935065552725497,768,"(768,)",True
23,bert_model.encoder.layer.1.attention.self.key,weight,17.129613911595428,589824,"(768, 768)",True
24,bert_model.encoder.layer.1.attention.self.key,bias,inf,768,"(768,)",True
25,bert_model.encoder.layer.1.attention.self.value,weight,146.4309875558283,589824,"(768, 768)",True
26,bert_model.encoder.layer.1.attention.self.value,bias,20.21052580857212,768,"(768,)",True
27,bert_model.encoder.layer.1.attention.output.dense,weight,105.60859675768566,589824,"(768, 768)",True
28,bert_model.encoder.layer.1.attention.output.dense,bias,6.508474786676788,768,"(768,)",True
29,bert_model.encoder.layer.1.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
30,bert_model.encoder.layer.1.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
31,bert_model.encoder.layer.1.intermediate.dense,weight,23.699607772091447,2359296,"(3072, 768)",True
32,bert_model.encoder.layer.1.intermediate.dense,bias,1.3327549159847742,3072,"(3072,)",True
33,bert_model.encoder.layer.1.output.dense,weight,29.26585399597855,2359296,"(768, 3072)",True
34,bert_model.encoder.layer.1.output.dense,bias,6.2439024390243905,768,"(768,)",True
35,bert_model.encoder.layer.1.output.LayerNorm,weight,1.0,768,"(768,)",False
36,bert_model.encoder.layer.1.output.LayerNorm,bias,1.0,768,"(768,)",False
37,bert_model.encoder.layer.2.attention.self.query,weight,11.848376002598178,589824,"(768, 768)",True
38,bert_model.encoder.layer.2.attention.self.query,bias,2.2588234787251307,768,"(768,)",True
39,bert_model.encoder.layer.2.attention.self.key,weight,12.778646522106138,589824,"(768, 768)",True
40,bert_model.encoder.layer.2.attention.self.key,bias,inf,768,"(768,)",True
41,bert_model.encoder.layer.2.attention.self.value,weight,161.242203476521,589824,"(768, 768)",True
42,bert_model.encoder.layer.2.attention.self.value,bias,9.974026221090199,768,"(768,)",True
43,bert_model.encoder.layer.2.attention.output.dense,weight,138.8147789512142,589824,"(768, 768)",True
44,bert_model.encoder.layer.2.attention.output.dense,bias,3.186721890818429,768,"(768,)",True
45,bert_model.encoder.layer.2.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
46,bert_model.encoder.layer.2.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
47,bert_model.encoder.layer.2.intermediate.dense,weight,22.210365608465434,2359296,"(3072, 768)",True
48,bert_model.encoder.layer.2.intermediate.dense,bias,1.3005927516434723,3072,"(3072,)",True
49,bert_model.encoder.layer.2.output.dense,weight,26.62651817565388,2359296,"(768, 3072)",True
50,bert_model.encoder.layer.2.output.dense,bias,4.413793103448276,768,"(768,)",True
51,bert_model.encoder.layer.2.output.LayerNorm,weight,1.0,768,"(768,)",False
52,bert_model.encoder.layer.2.output.LayerNorm,bias,1.0,768,"(768,)",False
53,bert_model.encoder.layer.3.attention.self.query,weight,16.324596165564518,589824,"(768, 768)",True
54,bert_model.encoder.layer.3.attention.self.query,bias,2.694736842105263,768,"(768,)",True
55,bert_model.encoder.layer.3.attention.self.key,weight,16.579266807744755,589824,"(768, 768)",True
56,bert_model.encoder.layer.3.attention.self.key,bias,inf,768,"(768,)",True
57,bert_model.encoder.layer.3.attention.self.value,weight,72.70109591092746,589824,"(768, 768)",True
58,bert_model.encoder.layer.3.attention.self.value,bias,45.1764718554012,768,"(768,)",True
59,bert_model.encoder.layer.3.attention.output.dense,weight,99.64926199589038,589824,"(768, 768)",True
60,bert_model.encoder.layer.3.attention.output.dense,bias,4.0,768,"(768,)",True
61,bert_model.encoder.layer.3.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
62,bert_model.encoder.layer.3.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
63,bert_model.encoder.layer.3.intermediate.dense,weight,20.67870947385028,2359296,"(3072, 768)",True
64,bert_model.encoder.layer.3.intermediate.dense,bias,1.3837837837837839,3072,"(3072,)",True
65,bert_model.encoder.layer.3.output.dense,weight,24.532301090016993,2359296,"(768, 3072)",True
66,bert_model.encoder.layer.3.output.dense,bias,4.3636362690570945,768,"(768,)",True
67,bert_model.encoder.layer.3.output.LayerNorm,weight,1.0,768,"(768,)",False
68,bert_model.encoder.layer.3.output.LayerNorm,bias,1.0,768,"(768,)",False
69,bert_model.encoder.layer.4.attention.self.query,weight,17.763108488082686,589824,"(768, 768)",True
70,bert_model.encoder.layer.4.attention.self.query,bias,2.226086956521739,768,"(768,)",True
71,bert_model.encoder.layer.4.attention.self.key,weight,18.003846170613542,589824,"(768, 768)",True
72,bert_model.encoder.layer.4.attention.self.key,bias,inf,768,"(768,)",True
73,bert_model.encoder.layer.4.attention.self.value,weight,40.652285472801324,589824,"(768, 768)",True
74,bert_model.encoder.layer.4.attention.self.value,bias,64.0,768,"(768,)",True
75,bert_model.encoder.layer.4.attention.output.dense,weight,54.28161053943314,589824,"(768, 768)",True
76,bert_model.encoder.layer.4.attention.output.dense,bias,26.48275774979566,768,"(768,)",True
77,bert_model.encoder.layer.4.attention.output.LayerNorm,weight,1.0,768,"(768,)",False
78,bert_model.encoder.layer.4.attention.output.LayerNorm,bias,1.0,768,"(768,)",False
79,bert_model.encoder.layer.4.intermediate.dense,weight,19.798731322670424,2359296,"(3072, 768)",True
80,bert_model.encoder.layer.4.intermediate.dense,bias,1.4169741298499827,3072,"(3072,)",True
81,bert_model.encoder.layer.4.output.dense,weight,22.303167188099128,2359296,"(768, 3072)",True
82,bert_model.encoder.layer.4.output.dense,bias,8.0,768,"(768,)",True
83,bert_model.encoder.layer.4.output.LayerNorm,weight,1.0,768,"(768,)",False
84,bert_model.encoder.layer.4.output.LayerNorm,bias,1.0,768,"(768,)",False
85,bert_model.encoder.layer.5.attention.self.query,weight,15.533128875536123,589824,"(768, 768)",True
86,bert_model.encoder.layer.5.attention.self.query,bias,3.011764705882353,768,"(768,)",True
87,bert_model.encoder.layer.5.attention.self.key,weight,15.619511476438891,589824,"(768, 768)",True
88,bert_model.encoder.layer.5.attention.self.key,bias,inf,768,"(768,)",True
89,bert_model.encoder.layer.5.attention.self.value,weight,39.03534020316927,589824,"(768, 768)",True
90,bert_model.encoder.layer.5.attention.self.value,bias,95.99999713897714,768,"(768,)",True
91,bert_model.encoder.layer.5.attention.output.dense,weight,48.818407055183066,589824,"(768, 768)",True
